,source_id_lattes,target_id_lattes,academic_degree,start_year,conclusion_year,course,institution,thesis,major_area,area
1015628,5969499799398310,3663090377931285,mestrado,2007.0,2009,ciências jurídicas,centro de ensino superior de maringá,emancipação do trabalhador e dignidade no trabalho,ciencias sociais aplicadas,
8769,33979153338712,8637430512404104,mestrado,2013.0,2015,educação,universidade de brasília,o lugar do estágio supervisionado no currículo da formação de professor de língua inglesa na universidade de brasília,ciencias humanas,
1107364,4433255561017291,4787063922335438,mestrado,1998.0,2000,educação,pontifícia universidade católica do rio de janeiro,compassos e descompassos na educação musical um estudo no conservatório estadual de música de são joão del rei,ciencias humanas,
1210658,6096152327715163,5471246379221748,mestrado,2002.0,2005,direito,pontifícia universidade católica de são paulo,auxílio acidente,,
804064,6966902133414732,2164303899630954,mestrado,2006.0,2008,agronegócios,universidade de brasília,biodiversidade e geração de trabalho e renda o caso dos produtos do cerrado,,
825038,3596726681015906,2295814669913768,mestrado,2009.0,2011,educação,universidade federal do ceará,narrativas de vida e processo de espiritualização dos professores do ensino religioso,,
386321,1625808359655687,10228546,mestrado,,2016,microbiologia agrícola,universidade federal de viçosa,identificação caracterização e análise funcional de genes que codificam peptidil sintases não ribossomais em colletotrichum lindemuthianum,ciencias agrarias,
293399,7495379046463838,10090880,mestrado,,1996,sensoriamento remoto,instituto nacional de pesquisas espaciais,aplicação do modelo da equação universal de pedras de solo através de dados tm landsat e geoprocessamento como suporte ao planejamento conservacionista,ciencias sociais aplicadas,
917212,2926951390021904,6342635971417929,mestrado,2006.0,2008,produção vegetal,universidade do estado de santa catarina,raleio de cachos nos cultivares malbec e syrah em região de altitude,ciencias agrarias,
763664,8693383089089266,1913405567503094,mestrado,2013.0,2015,educação agrícola,universidade federal rural do rio de janeiro,alimentação institucional do ifes campus itapina e suas representações entre os alunos do regime de internato,,
1138913,8948168068305523,4722386580403701,mestrado,2016.0,2018,educação matemática,universidade estadual de santa cruz,early algebra preludio da álgebra por estudantes do 3º e 5º anos do ensino funadamental,ciencias exatas e da terra,
1140139,4736492722985042,8191336302230423,mestrado,2005.0,2007,international political economy,university of tsukuba,spatial aspects of poverty distribution frontiers of an industrial city in the brazilian amazon,ciencias sociais aplicadas,
32352,132296692760157,3812823152698707,mestrado,1997.0,2000,agroquímica,universidade federal de viçosa,síntese e avaliação da atividade nematicida de derivados do timol e da piperazina,ciencias exatas e da terra,
1025609,7657863585902722,3744773703266254,mestrado,2009.0,2010,ciências,universidade federal de pelotas,informantes folk em plantas medicinais no sul do brasil contribuições para enfermagem,ciencias da saude,
382677,4648392251476133,10223098,mestrado,,2003,economia,fundação getúlio vargas,alocação intradomiciliar de recursos,ciencias sociais aplicadas,
557914,1146692067327886,10486100,mestrado,,2007,mestrado em educação formação de professores,universidade de uberaba,produção do conhecimento sobre formação de professores da educação infantil dissertações e teses no período de 2000 a 2005,ciencias humanas,
58861,241790634008361,3853861187178617,mestrado,1993.0,1998,sociologia,universidade estadual paulista júlio de mesquita filho,spm igreja e migração atuação do spm na cidade de dobrada 1984 1994,ciencias humanas,
132744,555712544320388,9364445379455880,mestrado,,2011,filosofia,universidade estadual do ceará,a figura alada de dürer e o anjo de klee sentidos de melancolia em walter benjamin,ciencias humanas,
828003,5844575134227070,2313016560182969,mestrado,2008.0,2010,administração,universidade federal de santa catarina,ferramenta de diagnóstico para organizações complexas,ciencias sociais aplicadas,administração
971483,8533685252674668,3319116115200375,doutorado,,2009,engenharia e tecnologia espaciais,instituto nacional de pesquisas espaciais,modelagem tridimensional de reator de filamento quente para crescimento de diamante,engenharias,
684074,1417663421283419,8724929210441856,mestrado,,2016,produção vegetal,universidade de rio verde,qualidade da água lixiviada em latossolo vermelho com aplicação de dejeto líquido de suínos por 16 anos,ciencias agrarias,
667040,8305853911817247,1322700169194720,doutorado,1992.0,1996,física,universidade estadual de campinas,espalhamento thomson no toróide compacto tc 1,ciencias exatas e da terra,
382740,1977156622994347,10223185,mestrado,,2013,mestrado profis em memória social e bens culturais,universidade la salle canoas,os prédios históricos da universidade federal do rio grande do sul e seu tombamento pelo instituto do patrimônio histórico e artístico do estado,ciencias sociais aplicadas,
121186,7456235597127456,506986298624731,doutorado,2003.0,2008,ciências com ênfase em física experimental,universidade federal do rio grande do sul,isolação elétrica por implantação iônica em gaas e algaas,engenharias,engenharia elétrica
1002131,3553707735604418,7463378885451106,doutorado,,2017,medicina e ciências da saúde,pontifícia universidade católica do rio grande do sul,desenvolvimento de um aplicativo para classificação de lesões por pressão e indicação de coberturas,ciencias da saude,
289811,9369928320175297,10085339,pos-doutorado,,2009,,universidade federal fluminense,,,
118554,492925975883915,3821085455618389,doutorado,,1997,física,universidade federal do rio grande do sul,transicoes de fase em sistemas com cargas,ciencias exatas e da terra,
1122657,4573204809502881,5835888599820925,doutorado,2013.0,2017,psicologia social,universidade do estado do rio de janeiro,representações sociais do tratamento quimioterápico construídas por mulheres acometidas pelo câncer de mama,,
357339,10184901,6110447604537019,mestrado,2016.0,2018,medicina tropical,universidade nova de lisboa,perfil de pacientes infectados com acinetobacter baumannii em um hospital privado de vitoria da conquista bahia,ciencias da saude,
1319354,6996978543675989,7771851627662689,mestrado,2008.0,2010,física,universidade federal do rio grande do sul,modificação da anisotropia magnética através de feixes de íons,,
419829,10279077,1563387388810577,mestrado,1999.0,2002,direito,pontifícia universidade católica de são paulo,o imposto sobre produtos industrializados a incidência tributária e os princípios pertinentes ao artigo 153 da constituição federal,ciencias sociais aplicadas,
1009247,4935546409644223,3611147256189606,mestrado,2013.0,2015,engenharia de produção,universidade federal da paraíba,abc activity based costing e a gestão de projetos no gerenciamento dos custos de manutenção em transporte público de passageiros um modelo estratégico a partir da cadeia de valor,engenharias,
498040,6415794638806102,10396799,mestrado,,1992,química,universidade estadual paulista júlio de mesquita filho,estudo da interação entre brometo e perclorato de cobre ii com o 1 fenil 3 5 dimetilpirazol,ciencias exatas e da terra,
1197446,6155504740983056,5330285097358903,doutorado,2013.0,2018,ciências farmacêuticas,universidade federal do paraná,estudo químico e biomonitorado de extratos e frações de lafoensia pacari a st hil lythraceae sobre células de carcinoma de cólon hrt 18 e leucêmica u 937,engenharias,
1064210,6607878241927702,4056786022612090,mestrado,2010.0,2012,ciência animal e pastagens,universidade de são paulo,microclima e características agronômicas de brachiaria decumbens em um sistema silvipastoril,ciencias agrarias,
811539,2213084622235480,8626214631005763,mestrado,1984.0,1988,educação,universidade federal do rio de janeiro,da tecnologia à ação política a visão dos supervisores pedagógicos de juiz de fora,ciencias humanas,educação
1092242,4296821710899356,4377898055900409,mestrado,2008.0,2010,economia,universidade federal de minas gerais,mobilidade ocupacional e incompatibilidade educacional no brasil metropolitano,,
17478,69295328654698,10502105,mestrado,,2010,educação,fundação universidade regional de blumenau,um ano mais cedo ou um ano a mais representação social de referencial curricular para os professores alfabetizadores no ensino fundamental ampliado,,
537347,2618516844013474,10455204,mestrado,,2009,educação arte e história da cultura,universidade presbiteriana mackenzie,trabalho docente com softwares educionais estudo de caso sobre projeto de informática com alunos do ensino fundamental i em uma escola na rede pública estadual,ciencias humanas,educação
998608,3526204582432479,4981310787674931,mestrado,,2003,engenharia aeronâutica e mecânica,instituto tecnológico de aeronáutica,avaliação do desempenho de composições pirotécnicas para a ignição de propelentes sólidos,engenharias,
558828,10487577,7251982033890333,doutorado,1979.0,1983,engineering science,rensselaer polytechnic institute,measurements of neutron induced fission cross sections of 244cm 246cm 248cm by means of lead slowing down time spectrometry,ciencias exatas e da terra,física
109317,451631464832830,1948472090636564,mestrado,1997.0,1999,educação,universidade federal de santa catarina,a carne marcada reflexões acerca da corporeidade da pessoa portadora de deficiência,ciencias humanas,
460629,9470963765065128,10339521,mestrado,,2003,mestrado em diplomacia,instituto rio branco do ministério das relações exteriores,diplomacia financeira o caso brasileiro,ciencias sociais aplicadas,
692142,1464615574272190,6445294591945814,doutorado,2011.0,2014,ciências do ambiente e sustentabilidade na amazônia,universidade federal do amazonas,a busca de alternativas sustentáveis a experiência da fábrica de bacalhau da amazônia em maraã amazonas,outros,
